#Table1,,,,,
u,g,r,i,z,redshift
26.069,23.01698,21.03957,19.80214,19.20186,0.7019492
25.15863,22.36794,20.92959,19.8383,19.50914,0.5305248
22.62465,20.86436,19.01519,18.34964,17.89226,0.3676988
22.84122,21.54318,20.18896,19.38769,18.81603,0.4618379
18.78119,17.24049,16.5902,16.32405,16.1883,4.782352E-05
16.41532,15.04747,14.52682,14.33113,14.25605,0.000173831
24.8868,22.87477,21.14782,19.91427,19.51202,0.5736322
19.19518,18.00062,17.39205,17.14002,17.01985,-9.65E-05
17.81793,16.32067,15.7777,15.59434,15.54037,-0.000168477
24.68259,17.79588,17.61394,16.86164,22.9685,-4.57E-05
18.4827,17.24912,16.62797,16.41334,16.32608,-5.59E-05
18.80113,17.88431,17.5455,17.42717,17.36698,-0.000108488
19.74713,18.75076,18.24854,18.06006,17.96023,0.000168583
19.74097,18.8155,18.52058,18.422,18.42404,0.000442948
25.37544,22.64375,21.03174,20.11567,19.57005,0.4859496
19.41645,18.32871,18.43844,18.56171,18.67921,-0.000236789
22.72433,22.18092,20.80508,19.85198,19.29608,0.6439232
22.49244,21.68562,20.45916,19.73489,19.17771,0.5844404
23.68632,22.51642,20.67554,19.67679,19.43532,0.5843312
24.07672,22.32432,20.48073,19.51361,19.04809,0.541636
22.992,22.0466,20.50149,19.45441,18.87703,0.5255353
22.97615,21.82157,20.48737,19.69041,19.21136,0.5831988
23.14695,22.01614,20.35424,20.07563,19.72577,0.4249559
25.95893,22.51349,20.84007,19.95471,19.27898,0.4871046
25.31109,24.62274,23.65053,22.35979,21.93786,1.798123
22.05591,21.36785,20.26386,19.42148,18.90969,0.6562672
18.67298,17.56617,17.16143,17.00663,16.92013,-0.000124598
19.63988,17.63482,16.56976,16.1447,15.75858,0.1063064
23.53313,22.24144,20.18081,19.28749,18.91453,0.4859744
18.87558,18.00618,17.63293,17.49203,17.43609,-0.000220924
20.52646,19.5741,19.49427,19.24691,18.87227,2.426131
19.04148,17.83799,17.19588,16.83878,16.63974,0.09339594
20.33334,18.57133,17.67756,17.27579,16.96218,0.08242574
20.72252,18.78954,17.80584,17.40339,17.04182,0.1028048
20.67004,19.46243,18.96353,18.76748,18.65363,1.963633E-05
23.76822,21.78858,21.36879,21.34894,21.23377,-0.000568083
23.85574,22.42431,21.67374,21.41874,22.01137,1.954038
24.06586,22.83187,20.6574,19.55833,19.10933,0.5849665
25.26372,22.87718,20.86598,19.68962,19.28675,0.5966901
22.47948,23.17026,21.08368,19.90251,19.55618,0.6486931
25.44119,22.37249,20.29804,19.00484,18.58051,0.6157805
19.07629,17.80659,17.14568,16.7535,16.50369,0.08296633
18.84552,16.91814,15.92958,15.47713,15.11398,0.08504505
22.37679,19.8265,18.268,17.71392,17.3334,0.291403
19.12757,17.23807,16.69194,16.38276,16.14378,0.02934603
18.1933,16.8157,16.19225,15.82249,15.57408,0.06849346
23.35253,22.49706,20.89553,19.95469,19.39091,0.5533413
25.14714,22.1307,20.61464,19.73739,19.12864,0.5678189
24.51404,22.87517,20.71552,19.70487,19.47667,0.5959038
22.19186,22.28478,20.7392,19.44884,18.8897,0.7304091
18.89368,17.3616,16.76858,16.45172,16.31502,0.02544127
19.59511,18.33365,17.67156,17.29347,16.97542,0.02454983
18.87601,22.46572,24.80204,16.99495,16.70459,0.05401157
19.7771,18.44777,17.64151,17.24325,16.98568,0.1528326
23.36676,21.72849,21.64019,21.63432,21.71805,-5.24E-05
24.07721,21.34622,19.46908,18.83909,18.35277,0.3823993
24.58223,22.1999,21.00768,20.0981,19.58058,0.6612161
22.80912,22.24719,20.82099,19.77701,19.46889,0.6616507
24.59651,21.74951,20.21794,19.41227,19.02644,0.4734007
23.23259,21.90899,20.34094,19.56383,18.9377,0.4631251
18.79335,17.87356,17.59293,17.47079,17.45509,0.000130521
18.72396,17.5888,17.21169,17.08177,17.03843,2.691605E-06
18.85698,17.60582,16.96296,16.56818,16.2808,0.05369177
20.55742,19.18188,18.78151,18.51141,18.52424,0.02938023
20.15293,18.1465,17.06436,16.61386,16.24372,0.1410299
18.63286,17.18885,16.44523,16.04037,15.77544,0.05511795
20.03284,18.41842,17.5911,17.18682,16.87446,0.08497628
18.57669,16.63409,15.73114,15.32528,14.99869,0.06725989
19.08879,17.57993,16.86214,16.48301,16.185,0.07406942
19.69444,18.76494,18.44895,18.33122,18.30552,-6.43E-05
22.77182,21.16487,21.11159,20.83892,20.6401,0.00027927
24.90127,22.50424,20.66381,19.60791,18.99223,0.530987
23.97437,22.35035,20.43685,19.26262,18.68519,0.5545617
20.53951,18.58232,17.56333,17.09536,16.70102,0.08631446
19.38943,18.07489,17.484,17.16783,16.99533,0.0672106
22.62134,21.72292,21.68242,21.83157,21.59006,0.000212573
23.60244,22.4171,20.95627,19.97257,19.49912,0.6589389
19.0362,17.96896,17.60009,17.50693,17.46415,0.000383179
18.71423,17.76911,17.44706,17.24059,17.21357,0.02536955
20.8252,18.57056,17.5207,17.08696,16.7926,0.133718
20.50782,19.41473,19.38647,19.40782,19.46092,4.372656E-05
20.72275,18.73175,17.50532,17.05165,16.713,0.1850652
19.9182,18.48831,17.28066,16.7532,16.41062,0.2049559
24.1875,20.20873,18.46614,17.85678,17.49458,0.3084793
22.72545,21.05514,20.8491,20.8691,20.70991,2.84933
19.54843,19.23221,19.14502,19.03094,18.71681,0.7370775
20.2189,18.58007,17.55359,17.10077,16.77249,0.1854437
23.71118,22.26787,20.42792,19.52679,19.02474,0.5062594
25.60524,24.51301,23.16198,20.45377,18.92147,2.541367E-05
17.84203,15.96269,15.12381,14.70806,14.39176,0.02694167
25.53001,21.9963,20.44442,19.43756,19.13496,0.5544395
24.08018,21.96084,20.34919,19.42271,18.9325,0.5048385
24.33387,21.98443,20.7376,19.87534,19.25138,0.5527295
25.29659,22.32628,20.72149,19.69285,19.27589,0.5549736
22.41106,22.06154,21.14427,20.09203,19.4247,0.6851507
24.3989,21.97448,20.27078,19.31859,18.90747,0.5528435
19.58422,18.20586,17.5201,17.12949,16.83215,0.08452604
19.51897,19.19072,18.89812,18.5579,18.50302,1.54224
18.70091,17.50793,17.04285,16.71619,16.54133,0.08462927
19.88486,18.45146,17.46034,16.99177,16.73163,0.2375488
20.55144,20.19769,19.90324,19.96443,19.82036,1.046741
24.26066,21.50366,20.50999,19.77527,19.42707,0.5746628
23.31721,22.70708,21.10558,19.98509,19.36263,0.5811274
20.69175,18.76182,17.73673,17.30121,16.98305,0.1655434
19.07277,18.17894,17.89406,17.79471,17.7868,0.00041519
22.99526,20.82429,19.00886,18.36128,18.01495,0.3542087
25.16217,22.4735,20.89994,19.57594,18.71331,4.274919E-05
23.50899,21.44508,20.09227,18.99657,18.42032,6.570586
24.60876,22.55504,20.83805,19.97365,19.60483,0.5005283
24.11454,21.90539,20.34838,19.3926,19.10906,0.4606176
19.88017,18.56513,17.86972,17.48837,17.24624,0.1554383
19.5239,18.32571,17.79145,17.40488,17.22596,0.087047
19.92624,18.8051,18.7174,18.69645,18.78703,0.000819577
24.03981,22.10772,20.72364,19.71636,19.23508,0.5350338
23.16972,22.07427,22.13428,21.89952,21.41073,1.042006
20.54858,18.54128,17.39075,16.88132,16.49769,0.1422015
18.58389,17.50952,17.53116,17.58384,17.6813,-7.20E-05
17.7195,16.33858,15.64611,15.28084,14.98633,0.03726389
19.32957,17.43208,16.45098,16.04179,15.71437,0.1107556
19.44651,19.19505,19.51321,19.69687,20.65045,-5.99E-05
18.29824,16.59887,15.75072,15.32187,15.00307,0.08666853
19.78589,18.89477,18.57324,18.398,18.31449,0.000134056
21.65556,19.67079,18.08069,17.53809,17.18499,0.3368931
22.52841,20.54274,18.81097,18.15633,17.7659,0.3631368
26.90231,22.40428,20.77064,19.41679,18.92488,0.6817539
21.03947,20.64409,20.5887,20.37606,20.13987,2.164524
22.67232,20.93914,19.09687,18.48099,18.14871,0.3531468
22.87221,22.23643,21.25174,20.48113,19.70923,6.014597
23.71587,21.47929,21.1666,20.21593,20.82722,0.09244776
19.91384,18.76488,18.97799,19.11089,19.31018,0.000646971
20.70137,18.63637,17.44919,16.9644,16.58499,0.1689986
22.14664,21.09247,20.98141,21.25497,20.99949,2.747641
23.0652,22.93605,21.48964,19.99676,19.14351,5.496945E-07
25.75428,23.09681,20.71517,19.80527,19.41649,0.5031162
25.62581,22.18596,20.32415,19.50241,19.09178,0.4585128
24.20844,21.83549,20.26925,19.45901,19.09659,0.5052397
18.98318,18.11127,17.75611,17.61093,17.52847,0.000237936
21.26978,20.88167,20.64601,20.61943,20.2308,2.176899
19.22173,18.03138,17.30493,16.90516,16.60448,0.1630151
17.24619,15.33718,14.45725,14.01893,13.69323,0.02583196
21.57493,20.10211,18.46816,17.87183,17.49393,0.3082429
22.42709,19.79918,18.16847,17.59305,17.25403,0.3080111
23.1992,22.14009,20.93096,19.85872,19.50098,0.5658719
22.1977,21.91055,19.98808,18.96206,18.41106,0.5594287
23.18952,21.77207,20.17699,19.39164,18.93055,0.4513225
26.64133,22.39533,20.62006,19.51918,19.12074,0.5637192
22.80386,20.83668,19.059,18.43988,18.09298,0.3513245
24.23795,22.12212,20.09306,19.08771,18.62459,0.5603302
23.74754,21.9548,21.85059,21.83545,21.78973,0.000283181
23.07115,21.77194,21.69059,21.91306,21.38379,2.315817
24.19468,22.57746,20.91224,19.80997,19.29732,0.6321647
24.60317,23.36468,21.40523,19.92351,19.14231,-0.000153249
21.8873,19.0757,17.56648,17.03378,16.6629,0.2452823
15.95196,14.67477,14.06671,13.77084,13.54844,0.0126869
20.04526,18.19321,17.41537,17.31852,16.94732,-0.000151181
26.83182,22.51903,20.74764,19.62352,19.29872,0.6313781
23.11435,23.2753,21.08924,19.95404,19.54101,0.5624332
19.85966,17.82338,16.71194,16.26027,15.90351,0.1420901
23.13227,22.67818,20.85038,19.89775,19.53058,0.5332682
18.57442,17.40188,16.83514,16.46308,16.20844,0.0423163
24.47087,24.44579,21.91367,20.57247,20.41932,0.6246926
18.18122,16.31099,15.45325,15.027,14.70166,0.04195643
19.68896,17.92558,16.93947,16.44535,16.05409,0.1120535
20.07416,18.32638,17.18001,16.63094,16.20787,0.1554572
24.49653,20.45399,18.74911,18.08882,17.65527,0.3744827
24.24135,21.00369,19.18749,18.48174,18.03297,0.3782293
21.75394,21.39298,21.42719,21.24533,21.59756,2.185758
25.31652,21.54148,19.78049,18.66904,18.13253,0.5410903
24.65558,21.93529,20.53971,19.40241,19.01335,0.5308555
24.71289,22.42202,20.6264,19.68614,19.15263,0.5442325
22.96139,19.89185,19.30943,19.43121,19.29223,3.198975
20.35333,19.82605,19.76923,19.73549,19.45766,2.527565
20.67675,18.59994,17.56453,17.10913,16.71634,0.1202514
17.35866,15.55573,14.7185,14.3063,13.98958,0.02485563
17.2839,16.73486,17.25975,17.38485,16.65651,0.02549546
16.76203,15.45281,14.90257,14.60202,14.36792,0.02531278
16.57253,15.72767,15.21485,14.99091,14.76889,0.02502942
18.96317,17.78724,17.59361,17.47619,17.51557,0.02538989
18.58571,17.58642,17.22452,16.99538,16.99463,0.02492882
17.53008,15.74332,15.00519,14.6425,14.38323,0.02449388
19.14308,17.95539,17.38531,17.15357,16.98075,0.02499222
23.04397,21.69114,21.64198,21.73124,21.67796,-0.000572661
21.78072,21.03083,20.72437,20.44237,20.05188,0.000666022
22.35941,21.63278,21.3304,21.36139,21.14528,0.000575351
23.40661,22.56811,21.19287,19.80002,19.28443,0.7915779
19.62071,17.62738,16.65581,16.21403,15.85481,0.1030856
19.25294,19.35996,18.93487,18.91861,18.94648,1.363995
18.02954,17.37857,17.132,16.70468,16.70778,0.09818915
23.07599,22.24488,20.72242,19.50701,19.04807,0.731259
23.62414,23.76919,22.44778,19.57316,17.7616,-8.41E-05
25.44249,22.91617,21.73991,21.92675,21.53748,1.700486
23.69798,21.69511,21.4239,21.25184,20.61044,0.000289869
24.04359,22.54805,20.89534,19.85554,19.31798,0.5365265
22.31179,21.2859,19.92252,19.13655,18.67756,0.4510562
23.60947,21.91025,21.57372,21.37924,21.48054,0.000691496
20.82871,20.47781,20.53158,20.3396,20.37104,1.607954
21.87069,20.58305,20.49536,20.46081,20.39787,0.000869946
22.63971,20.71003,18.87622,18.19333,17.76739,1.611928E-05
19.85394,18.39481,17.57649,17.16612,16.84027,0.1030281
19.28824,17.55787,16.63106,16.19122,15.85746,0.1039736
20.21095,18.5419,17.55893,17.04436,16.63767,0.1041901
19.08315,17.95843,17.50769,17.18503,17.02389,0.06354818
19.70888,18.08459,17.13492,16.68845,16.34832,0.106697
23.95526,21.7648,21.39818,21.28669,21.3795,1.79607
19.11406,17.06667,16.04313,15.60912,15.24837,0.1042722
23.76033,22.75104,21.06376,20.0371,19.66274,0.5373995
24.08787,22.03242,20.17896,19.24748,18.77851,0.5073546
23.62907,22.56205,20.68913,19.85567,19.70008,0.4922838
22.88094,21.7016,21.6623,21.65579,20.83363,2.424706
22.80897,20.87457,19.25455,18.49844,18.00241,0.2733706
23.89001,22.22032,21.95976,22.42009,21.74472,2.784255
24.60996,22.07876,20.3538,19.30764,18.73911,0.5867792
23.33924,21.29691,19.45419,18.74575,18.41897,0.4201671
20.02111,19.11424,18.78828,18.6943,18.62799,-6.81E-05
19.12293,17.9489,17.36331,17.00095,16.85461,0.1440361
18.84706,17.91879,17.57821,17.42362,17.35735,0.000591281
23.39892,22.63225,20.67705,19.64104,18.89389,0.5856448
26.39093,21.68274,20.11234,19.30452,18.97555,0.4497955
25.22813,22.97866,21.04604,19.97985,19.27626,0.5875303
24.79913,22.0355,20.2619,19.46542,18.9741,0.4510268
22.32602,21.9196,20.74044,19.83323,19.66269,0.5890859
22.15742,21.00831,20.79555,20.72263,20.4115,1.259128E-05
22.39885,21.96582,22.05191,21.90438,21.26336,0.7861723
23.91869,22.9006,21.24282,19.91194,19.25791,0.5846975
24.24769,22.37495,20.59355,19.75603,19.39353,0.4422593
19.92753,19.24936,19.02035,19.01062,18.92433,2.291628
19.70338,18.40134,17.61436,17.12737,16.91895,0.205445
19.94219,18.61901,17.82738,17.41119,17.08071,0.1028334
20.12474,18.0468,17.12382,16.73001,16.41697,0.07330822
19.29444,17.29012,16.29091,15.75169,15.29816,0.07146052
20.40203,18.3671,17.48068,17.03316,16.67838,0.07258304
20.61148,18.44254,17.53174,17.14332,16.78709,0.07342175
18.2544,16.26666,15.31292,14.88072,14.50008,0.07264832
19.63633,17.74514,16.83582,16.41367,16.08616,0.07291333
19.901,18.50935,17.46706,16.98177,16.64079,0.2102811
25.40887,22.22473,20.74104,19.86717,19.38446,0.4977883
23.73034,22.39934,21.70839,21.74983,21.28753,7.220791E-05
22.81215,21.30339,21.043,20.94762,20.90486,2.592696E-06
23.47683,22.07841,20.43552,19.5867,19.04823,0.442121
25.44156,22.69634,20.61732,19.69445,19.15468,0.6044835
23.52418,21.64291,19.96784,19.0961,18.73223,0.4511336
25.66147,21.74007,19.8309,18.80233,18.24612,0.510656
19.30026,17.98249,17.30469,16.90797,16.66337,0.1037074
19.58747,18.38306,17.78953,17.40079,17.20366,0.1269919
18.79408,17.34264,16.62772,16.24795,16.00877,0.09956856
19.93207,19.04443,18.751,18.60321,18.62214,0.000794789
23.45816,21.73269,21.39286,21.2159,21.19003,1.816144
23.82076,21.9598,21.70705,21.6799,21.6934,1.283422
24.20384,21.93388,21.64239,21.36375,21.62552,1.74447E-05
23.30374,22.25184,20.68538,19.73261,19.2835,0.5443033
21.90465,21.11772,20.72939,20.53852,20.16867,1.568258
21.90788,20.91838,20.70096,20.59625,20.2819,0.000495089
20.97981,18.74778,17.54542,17.0604,16.71322,0.1714716
18.73809,17.53676,17.0461,16.74568,16.54396,0.09966948
19.94872,18.36374,17.36837,16.88012,16.53215,0.1718068
20.03996,18.24298,17.42226,17.06469,16.76136,0.07209781
18.3295,18.14407,17.86958,17.91144,18.02363,1.063473
18.82574,17.6618,17.13595,16.85509,16.8281,0.0286135
24.10418,22.63757,20.61874,19.6441,19.17136,0.5578575
25.04325,21.92434,20.06553,19.2015,18.76574,0.4514373
25.33537,22.29107,20.63423,19.61038,19.23175,0.5770087
22.3467,21.28286,19.28131,18.51628,18.06392,0.4499895
19.60805,18.27553,17.57413,17.21716,17.00282,0.1030416
20.16642,18.68912,17.9577,17.55708,17.25057,0.1074714
18.80156,17.44978,16.73222,16.34816,16.12177,0.100444
26.16747,22.78754,20.83513,19.49871,18.98954,0.6648621
24.36275,23.82495,22.08253,19.67204,18.19054,-4.54E-05
18.20488,16.37727,15.56148,15.15674,14.86813,0.02967208
20.22729,18.17767,17.13848,16.69345,16.31532,0.1164814
22.80829,21.03592,20.68157,20.45255,20.19699,2.919255
24.14908,21.03805,20.82713,20.77091,20.52042,3.175323
25.58058,21.13213,19.34751,18.67233,18.2936,0.3488945
23.47709,21.89865,20.60748,19.81621,19.19918,0.4956356
25.05647,22.1298,20.24579,19.27135,18.89957,0.5044206
19.51019,18.11712,17.21795,16.75144,16.39646,0.151025
20.48044,18.66804,17.72182,17.30491,16.97283,0.1000669
20.83982,18.99328,17.6659,17.14246,16.78603,0.214741
19.6156,17.63814,16.63496,16.18497,15.79833,0.1074399
19.7515,17.87777,16.89673,16.46683,16.08823,0.1025543
18.30228,17.31376,16.97522,16.71542,16.56401,0.05322418
19.97863,18.14141,17.14515,16.7403,16.36703,0.1071898
19.6375,17.74965,16.69851,16.23933,15.87111,0.1262529
23.56486,22.08022,21.84286,21.51614,21.62932,0.2146367
22.59233,21.95577,21.79597,21.55146,21.20368,5.163185
24.14368,21.90819,21.56026,21.38163,21.19235,0.00011332
21.70693,21.12144,20.87004,20.67272,20.816,1.678734
22.2645,21.52263,21.26217,21.20873,21.26266,0.000272399
19.29076,17.25356,16.09908,15.62242,15.23206,0.1544924
19.1104,17.15903,16.24486,15.82037,15.49525,0.07710142
22.68573,22.05735,20.76768,19.75554,19.30883,0.7416484
22.55647,20.78695,18.99914,18.35296,17.94736,0.2744364
22.55711,21.58383,21.47541,21.15856,20.68806,1.082462
23.20871,22.11015,20.42044,19.46281,19.14769,0.5136034
21.7108,20.49698,20.39035,19.75985,19.62061,0.003603768
19.59543,18.15501,17.38839,16.9782,16.69107,0.1392817
19.5923,19.46248,19.39935,19.12521,19.21314,1.836237
18.98823,18.71877,19.00853,19.24648,19.58426,-2.47E-05
24.1582,21.92268,21.55303,21.26158,20.87634,1.286406
22.48347,22.10368,21.05566,20.19242,19.82947,0.5542899
19.357,18.0218,17.44328,17.05445,16.83976,0.07655678
19.04903,17.694,17.09962,16.76252,16.50681,0.07598818
23.47213,22.13424,20.39897,19.57883,19.09923,0.4724721
23.37986,21.65572,20.07265,19.20868,18.73037,0.4893543
20.55099,19.571,19.29649,19.18447,19.17153,0.000933606
19.79966,18.03424,17.08999,16.60722,16.21714,0.1190861
20.47396,19.63463,19.3444,19.22238,19.16735,0.001082553
18.57968,16.78172,15.81823,15.31559,14.8885,0.07556868
20.20211,18.81799,18.28786,18.11094,18.02624,0.000141614
20.4573,18.62123,17.60449,17.1747,16.81211,0.1165714
20.17289,18.44236,17.43706,16.89746,16.47323,0.1159787
20.22549,19.81627,20.05973,20.25135,20.57466,0.000147449
19.74989,18.65043,18.23671,18.06676,17.97,0.000698982
19.52826,18.10853,17.59705,17.3893,17.29384,0.000420071
24.51348,21.67289,21.36771,21.2693,21.37873,0.000551326
22.83542,21.88963,21.63555,21.40466,21.01467,0.00071233
18.56321,17.06094,16.54046,16.38278,16.31502,0.000181345
19.05254,19.02177,18.93165,18.81384,18.62225,2.015256
18.95403,16.76134,15.87748,15.59498,15.46106,-5.42E-05
18.24392,17.51327,17.39641,17.39218,17.28584,0.02222205
17.62754,16.49851,16.00549,15.76211,15.53191,0.02885398
17.96784,16.77961,16.3312,16.13302,16.02277,0.02139761
19.09722,17.60256,16.82659,16.43768,16.14087,0.09484052
16.40633,14.51842,13.61413,13.22791,12.91786,0.02133708
16.78922,15.47949,14.94273,14.6663,14.49417,0.02175559
18.83206,17.78311,17.39792,17.1964,17.026,0.0208782
19.76196,17.65461,16.65547,16.20892,15.8475,0.09397519
20.3506,18.47697,17.41769,16.96864,16.59788,0.1206789
19.65106,17.64081,16.57663,16.12663,15.75204,0.1202664
20.24885,18.25982,17.02245,16.5202,16.18198,0.1678391
19.23386,18.25051,17.99043,17.86484,17.8462,0.000554305
17.69482,15.73903,14.93526,14.63133,14.49712,0.000276887
18.22351,16.9484,16.44651,16.26212,16.17856,-7.56E-06
16.92183,15.40418,14.88374,14.71469,14.68145,-8.64E-05
23.88483,21.04953,20.47019,20.13468,20.11372,3.072516
23.82785,22.43974,20.65043,19.60139,19.06413,0.5444585
22.58693,21.66802,21.58134,21.34126,21.31733,0.000138378
25.01652,22.53871,20.69453,19.68265,19.13927,0.5892569
23.20426,22.00045,20.47194,19.69874,19.2412,0.4678825
22.90979,21.77996,20.26662,19.3971,18.86727,0.4989501
23.30125,22.60464,20.64791,19.62071,19.01651,0.5864372
23.1848,21.92629,21.34656,20.94952,20.51608,0.2027144
20.42553,18.83966,17.84381,17.38885,17.05873,0.168251
19.6754,18.64405,18.15925,17.99312,17.90285,0.000668774
20.72419,18.63802,17.44414,16.9415,16.52728,0.168108
19.59569,17.78645,16.82101,16.40717,16.04906,0.1198591
20.83446,20.05635,19.71797,19.63448,19.55237,-7.66E-05
19.69131,17.71016,16.55649,16.09995,15.74558,0.1685821
22.18214,19.90106,18.55333,17.78958,17.33962,4.203626E-05
16.84968,15.5361,15.01588,14.82503,14.74539,0.000212796
17.81283,16.85153,16.50748,16.37648,16.32963,0.000531987
17.67806,16.27507,15.77082,15.60411,15.5219,2.635244E-06
17.79053,16.40031,15.89141,15.72414,15.63591,-8.73E-07
17.59731,16.11681,15.58957,15.41407,15.34567,-2.58E-05
22.58499,21.50249,21.32842,21.22306,20.8502,0.000178731
23.40763,22.18839,21.70081,21.36449,20.91183,6.980019
23.11264,21.99393,20.09469,19.24976,18.71875,0.4680202
23.02373,21.50814,21.26576,21.16456,21.35855,3.025616
22.41993,21.67028,21.43373,21.53579,21.34398,0.001474278
22.18695,21.08971,20.84359,20.72263,20.41316,0.000789297
25.13306,20.90437,19.06279,18.40524,17.9279,0.3710584
22.07255,20.0057,18.30873,17.68171,17.45986,0.3282265
20.56094,17.91172,16.77086,16.34939,16.11848,-4.69E-05
20.49788,18.72406,17.62294,17.16777,16.78789,0.1511658
19.35854,18.72105,18.61724,18.25964,18.35572,0.0828532
20.05391,19.26826,18.97941,18.8335,18.78498,-0.00023079
19.4939,18.02151,17.43683,17.23626,17.13414,0.000166151
18.82014,17.96516,17.74082,17.5012,17.45652,0.08187429
18.04593,16.52604,15.7835,15.34532,15.02806,0.08266269
19.3272,17.31053,16.33996,15.90287,15.54023,0.08400331
19.26246,17.79445,17.07429,16.66467,16.34959,0.08261096
19.13686,17.68673,16.92175,16.51528,16.22132,0.08375306
16.33887,15.39533,15.10719,14.99637,14.97913,0.000463657
17.5957,16.52517,16.08833,15.90727,15.8203,-0.000122196
18.92907,17.99992,17.77008,17.70101,17.68004,-0.000113119
19.89579,18.38135,17.76845,17.52546,17.37838,-0.000129452
24.14421,21.92097,22.04057,22.10536,21.4451,0.000191503
23.11018,21.21026,19.40619,18.73288,18.33851,0.4073888
22.89127,21.93949,21.69168,21.50853,21.124,0.000685551
23.01801,21.30171,19.93951,19.18176,18.61744,0.484087
22.82751,22.36803,20.43576,19.60613,19.02044,0.4699485
22.18608,21.36537,21.14136,20.9648,20.50892,-0.000158137
19.29766,17.97099,17.29347,16.86928,16.59289,0.08250542
20.54423,18.60278,17.42533,16.91929,16.56807,0.168568
23.3503,20.11638,18.86063,18.29387,17.98158,-2.36E-05
19.76724,17.74265,16.78088,16.35669,16.01927,0.07673916
21.13529,19.14179,17.90847,17.38075,16.99253,0.1696709
19.6043,17.67173,16.45727,15.97092,15.60409,0.1695047
18.47885,16.43985,15.48277,15.03985,14.69474,0.08050773
19.29103,17.51435,16.57959,16.10045,15.74404,0.08026797
19.77761,18.88734,18.55068,18.43874,18.44707,0.000589752
19.95892,17.96223,17.03649,16.61989,16.28059,0.0803973
17.60435,16.40675,16.00027,15.8583,15.82897,-0.000188371
18.18895,16.45581,15.76732,15.51036,15.40642,-8.70E-05
18.66356,17.35744,16.83924,16.64428,16.54338,0.00020122
18.56895,17.55961,17.23485,17.09606,17.08419,-0.000129604
16.41025,15.00095,14.4974,14.32048,14.26699,2.744652E-05
19.0763,19.00439,18.7207,18.59714,18.61541,1.361609
18.44063,16.01222,14.91408,14.49691,14.26187,-4.18E-05
26.3297,21.90548,20.12253,19.32493,18.75706,0.5369039
22.52378,21.27641,21.13153,21.17932,20.55424,2.486583
22.73142,21.13033,19.96266,19.06648,18.72905,0.6716572
21.13555,20.59292,20.40325,20.22857,20.10002,1.594179
21.54554,20.22957,20.17923,20.11757,19.96664,2.830668
19.31988,18.18828,17.55127,17.18032,16.97325,0.1514758
19.86748,18.20101,17.06814,16.55983,16.19882,0.1747471
19.93608,17.74207,16.88768,16.57295,16.38301,-4.41E-05
19.20374,17.61608,16.89959,16.4966,16.21771,0.08288149
19.06605,17.17739,16.24429,15.8093,15.46751,0.08147936
24.75272,20.17642,18.45664,17.57486,17.30517,5.357819E-05
19.90973,17.73716,16.49334,15.98092,15.62816,0.1782399
18.82454,18.26074,17.93938,17.70602,17.46235,2.031001
18.3027,16.93418,16.4314,16.25723,16.19775,4.359894E-05
18.65198,17.56225,17.11409,16.912,16.81392,5.683797E-06
22.20297,21.0449,19.20428,18.59624,18.06412,0.3307503
19.28931,18.14146,17.64006,17.36165,17.2158,0.08390094
19.73583,19.09975,18.78909,18.48543,18.51384,0.1774526
19.27377,17.53024,16.66502,16.25797,15.94014,0.0768301
19.78697,17.76209,16.58889,16.07994,15.64151,0.1250898
20.64524,18.71674,17.4798,16.99485,16.60874,0.1767099
18.44573,17.07442,16.5636,16.40117,16.34712,7.430404E-05
20.73155,20.51762,19.92955,19.73806,19.72169,1.372024
17.40766,16.10015,15.87751,15.73867,15.73257,0.000288039
18.19151,16.95824,17.03985,17.13071,17.20619,0.000900812
23.1132,22.36296,21.03628,20.10366,19.65269,0.535874
24.21766,21.30024,19.55326,18.63153,18.28045,0.4828364
21.60489,21.10118,20.90622,20.66357,20.12062,0.7930661
21.97506,21.34536,21.07637,20.94627,20.68801,-3.29E-05
21.395,18.85842,17.50521,16.95202,16.50234,0.1786333
22.67394,20.015,18.68067,18.11836,17.70386,0.000175928
20.11829,18.41495,17.56465,17.18363,16.88807,0.08380923
19.82584,18.06018,17.04848,16.62231,16.22571,0.1266351
20.17483,18.18319,17.14441,16.73128,16.37246,0.1248179
19.50208,18.57379,18.25887,18.15212,18.09853,-5.10E-05
19.46319,19.16861,19.09189,19.00882,18.97778,0.7919978
19.11688,18.06763,17.46507,17.12511,16.94894,0.08446588
17.81089,16.87986,16.58187,16.47909,16.45047,0.000604298
19.91776,17.81027,16.72541,16.30199,15.92289,0.1244486
21.30999,21.09658,19.80183,19.05309,18.68288,0.5343936
23.12577,22.70713,21.01204,19.92376,19.37965,0.5349241
20.80465,20.27706,20.19591,20.15711,19.85394,2.246594
21.69759,19.60849,18.12013,17.57236,17.17161,0.2619513
18.61658,17.37561,16.62008,16.24378,15.94464,0.1628183
19.68798,17.79238,16.80333,16.38377,16.00445,0.1069132
18.78305,17.589,17.07884,16.76304,16.5659,0.06444607
20.02216,18.33386,17.41205,16.98553,16.65742,0.1268945
18.70638,17.78533,17.54214,17.27623,17.22145,0.06467283
19.58846,18.26978,17.54164,17.07283,16.7653,0.1059328
21.56877,20.40858,19.96287,19.81948,20.73625,0.000584548
22.97755,21.05233,19.97561,19.15189,18.75894,0.000146365
21.59795,20.88295,20.66766,20.80784,20.76046,0.000761903
