#Table1,,,,,
u,g,r,i,z,redshift
23.31424,21.84076,20.63776,19.72104,19.21449,0.5566823
20.46443,18.36558,17.15608,16.62935,16.2389,0.1489671
21.18209,18.91949,17.71775,17.16575,16.7818,0.147522
21.04964,20.26651,20.02178,19.95529,19.57455,2.513162
17.87141,16.70095,16.11312,15.65448,15.44565,0.07990022
19.4619,18.18478,17.50857,17.10901,16.87852,0.08001003
22.16415,21.60701,21.58564,21.3449,22.58465,2.197924
20.9332,18.76717,17.50868,16.9747,16.54757,0.1491411
19.63091,18.63079,18.41841,18.312,18.33168,0.00037336
19.91328,17.86024,16.70457,16.20584,15.8291,0.1427558
19.86841,18.35977,17.48874,17.06538,16.73066,0.1435811
24.30809,20.78059,19.05449,18.39959,18.0008,0.3245132
23.58671,22.11672,20.86543,19.90065,19.56885,0.5596259
24.25728,22.38937,20.69992,19.65271,19.00191,0.5389447
22.84229,22.04032,20.37879,19.45266,18.96408,0.5181699
27.4387,22.27762,19.7878,18.79177,18.27438,0.557407
22.96245,22.21313,20.29178,19.18308,18.64921,0.5588189
20.11535,18.17766,17.07288,16.6179,16.24218,0.144018
20.31322,18.29705,17.20789,16.75827,16.39509,0.1428972
20.32824,18.36311,17.35002,16.91079,16.56253,0.1083538
19.67395,18.07478,17.22029,16.78794,16.49207,0.1089912
20.87568,18.77049,17.65361,17.17294,16.76896,0.1421739
21.10141,19.15547,17.82964,17.29692,16.92796,0.2046249
19.98469,19.09719,18.78106,18.64473,18.57568,2.379105E-05
24.15045,22.99927,21.20944,19.99958,19.47355,0.5836045
20.5908,18.7203,17.63488,17.17564,16.7673,0.141567
22.73081,20.67552,19.00545,18.39446,17.99839,0.2908996
24.86434,22.54453,21.07667,19.88611,19.34441,0.5879817
22.99523,21.71967,19.94303,18.91449,18.45664,0.5380733
23.17126,22.04979,20.81424,19.67204,19.4811,0.5360429
23.27162,22.00947,22.01316,21.9374,21.34721,9.590092E-05
22.03256,20.27934,19.20368,18.40995,17.94143,6.34724E-05
22.82556,22.87816,20.86656,19.72237,19.15811,0.558033
25.59574,24.11077,22.80837,19.91773,18.68285,-5.70E-05
20.89538,19.68832,18.96765,18.28709,18.45694,0.1495356
19.0967,17.50941,16.77004,16.35425,16.08969,0.07990946
18.45205,16.96424,16.35581,16.07859,15.94818,-0.000834607
20.20947,18.07658,17.02873,16.56577,16.19314,0.108904
20.85057,19.17188,18.30601,17.82746,17.53275,0.150591
19.33014,18.34351,18.12662,18.01338,18.04648,0
18.86021,17.68553,17.28192,17.05204,16.96202,0.0449921
19.65735,18.95574,18.62289,18.23848,18.01473,2.224468
24.74871,21.9753,21.63891,21.81367,21.00792,2.917296
24.92338,21.217,19.37413,18.65228,18.20238,0.4336519
24.95848,23.33659,21.66785,20.74554,20.10567,0.5588567
-9999,-9999,-9999,-9999,-9999,1.819148
16.17123,14.95535,14.51285,14.34609,14.31806,-0.000456949
18.14471,17.23286,16.87227,16.70683,16.66756,0.000181758
20.90773,18.60998,17.47629,17.00238,16.63469,0.1485852
20.40867,18.57577,17.71816,17.27419,17.04935,0.1524184
20.29025,20.38503,19.96608,19.92872,20.15582,1.372609
19.52782,18.7546,18.30106,17.92418,17.82829,0.1501597
19.51536,17.29558,16.44006,16.13251,15.96793,-1.97E-05
20.6102,18.14775,16.98469,16.52014,16.28161,0
22.36533,21.26701,19.98101,19.21918,18.87217,0.5635442
20.4873,18.70108,17.72102,17.21629,16.99566,0.1470913
20.25807,18.66501,17.69046,17.21729,16.90495,0.1466652
20.48796,18.46081,17.31589,16.82418,16.45389,0.1482827
20.8413,18.79946,17.64966,17.18386,16.78526,0.1502765
19.59464,17.47107,16.30125,15.81217,15.43324,0.1498616
22.27889,21.56677,21.82699,21.67897,21.52419,2.410902
20.92225,20.46727,20.33137,20.13395,19.86806,0.6996991
22.1454,21.46901,21.29478,21.05304,20.66019,1.942438
21.58703,20.94915,19.80548,19.00011,18.50128,0.5002034
18.03252,16.86871,16.45892,16.2978,16.2526,1.781493E-05
19.86978,17.70835,16.8178,16.42849,16.21868,0.00014012
20.01017,18.75417,17.82194,17.35609,17.05264,0.1941386
20.07389,18.63146,18.0488,17.82901,17.71011,-0.00028705
23.22338,20.83046,18.98192,18.32844,17.99292,0.375682
22.05464,20.8092,20.27675,20.07405,20.05337,0.856468
21.52289,20.87392,20.96245,20.72177,20.59232,2.280484
22.08966,20.74423,20.17315,19.95942,19.90784,-0.000348393
24.33558,22.07018,20.51568,19.55561,19.0699,0.4790816
25.46878,22.6281,20.96055,19.84844,19.42516,0.5747159
23.52628,21.66066,19.69838,19.01354,18.64338,0.3968474
20.58165,18.62392,17.56088,17.12526,16.77629,0.1489377
21.84678,20.77262,20.25499,20.08443,19.87972,-0.000120471
19.98431,18.45871,17.75784,17.45867,17.29741,0.000721829
26.82243,21.9001,20.3332,19.06012,18.46201,0.7359982
18.97083,18.15015,17.81519,17.70127,17.65623,0.000152504
23.15702,20.3455,18.65244,18.05508,17.65742,0.3199236
22.4466,20.26684,18.54637,17.91257,17.53645,0.3070546
20.88928,20.25119,20.04429,20.03744,19.96522,2.581702
20.77798,19.91424,19.70062,19.61413,20.11718,2.649611
22.14088,21.61359,19.76816,18.96132,18.51306,0.4669564
25.12124,20.67286,18.98215,18.30883,17.96386,0.3190521
21.98297,20.09939,18.47998,17.86611,17.55091,0.3127241
21.8082,21.41309,20.17038,19.39484,18.94887,0.5760838
23.42962,22.30668,20.91423,19.89641,19.41724,0.6146924
23.42381,22.57038,20.90227,19.53271,19.08844,2.092797
19.70301,18.00807,17.25728,16.81587,16.54082,0.07355024
19.77977,17.81111,16.75168,16.26525,15.91212,0.1335656
20.40957,18.64516,17.80862,17.53046,17.339,8.520697E-06
-9999,-9999,-9999,-9999,-9999,1.4384E-05
23.99495,22.14874,20.47589,19.29911,18.60489,0.000102947
25.46442,22.14516,20.50806,19.16777,18.36799,9.573901E-05
22.98766,21.54617,19.96615,18.74183,18.06376,0.000210728
21.41231,19.60853,18.27194,16.77246,15.88375,0.000179947
21.11151,19.47082,18.71201,18.38495,18.18619,0.000351327
21.63701,20.43541,19.9842,19.75284,19.68507,8.971696E-05
21.67124,20.2175,19.56779,19.27017,19.04807,0.000146291
21.94954,20.71391,20.21523,19.98724,20.03508,-0.000793716
23.91696,21.44357,20.05301,18.70567,17.97653,0.000108325
24.09168,20.695,19.03697,17.82223,17.13702,-0.000104504
25.63521,22.38691,20.84182,19.41599,18.5648,0.000291463
23.94008,22.43646,20.65503,19.24036,18.38216,-7.26E-06
24.79066,22.22951,20.74077,19.34404,18.56602,0.000147707
24.84131,22.28802,20.54361,19.14771,18.36265,8.966071E-06
24.47083,22.53673,21.16566,19.07641,17.93161,0.000138408
24.58115,22.43418,20.83144,19.43476,18.7062,0.000315831
21.12155,19.4298,18.60575,18.25826,18.05775,-5.58E-05
21.37793,19.55127,18.75082,18.40067,18.23426,0.000276372
21.10846,19.77512,19.11823,18.79998,18.63008,0.000408425
17.04257,15.5861,15.6642,14.99645,14.90909,0.00018078
18.86058,17.23028,16.47231,16.1429,15.9599,0.000146413
17.2235,16.46866,16.48365,16.55374,16.6224,0.00038334
16.38034,15.14228,14.62816,14.41515,14.26009,-1.40E-06
21.89716,20.23984,19.51414,19.21183,18.98402,8.26442E-05
20.2406,18.503,17.6632,17.32246,17.10572,3.787681E-05
21.61865,19.48707,18.47991,18.03006,17.75932,0.000122439
21.35266,19.87378,19.07694,18.75354,18.54435,-1.98E-05
23.36342,20.83911,19.25519,18.00254,17.3113,-6.95E-05
20.98644,19.05851,18.20383,17.86769,17.68045,4.372332E-05
21.08039,19.42331,18.70857,18.4018,18.20023,0.000242911
20.2094,18.31591,17.44896,17.06503,16.78512,0.000297116
24.35709,21.95515,20.17362,19.1362,18.48484,5.030691E-05
23.87686,21.63555,20.06622,18.93735,18.30442,-0.000123123
24.95721,22.25889,20.6241,19.28859,18.59877,0.000206857
20.32341,18.43156,17.64912,17.34635,17.19296,2.17624E-05
21.45894,18.93057,17.50845,16.25603,15.59365,-5.33E-05
20.53568,19.22427,18.62564,18.38337,18.23724,1.701921E-05
22.63653,19.65876,18.14875,16.92115,16.26587,-3.20E-06
23.78015,21.52714,20.54951,20.13847,20.01539,0.000227439
16.85,15.56342,15.06483,14.87359,14.7831,5.090528E-05
23.79444,22.50381,20.83273,19.47099,18.71584,8.121568E-07
23.67665,22.29626,20.73514,19.4471,18.73635,0.000206064
23.01593,20.68644,19.15841,17.88731,17.19279,-1.62E-07
21.09875,19.42887,18.55838,18.19278,17.97551,6.026948E-05
23.03402,20.11201,18.46552,17.26905,16.56401,0.000142754
21.47124,19.02758,17.54926,16.26341,15.58258,0.000165839
22.19696,19.61112,18.09654,16.64888,15.84414,0.000111606
21.15801,19.52946,18.72804,18.41764,18.20663,0.00018689
21.30477,19.49363,18.67424,18.30886,18.08066,0.000182201
19.12162,17.8312,17.42871,17.24813,17.16633,-5.65E-05
18.20163,16.9334,16.3319,16.0578,15.90233,0.000407628
25.18694,22.0714,20.36059,19.0878,18.3451,8.515876E-05
22.39853,20.48488,19.54464,19.21526,19.02751,0.000189108
22.61423,20.75868,19.25632,17.78478,16.99214,8.025888E-05
20.354,18.83742,18.08572,17.77737,17.60973,0.000277859
21.21566,20.89452,21.15334,21.37218,21.18633,-0.000333562
22.70584,20.37742,18.87793,17.4231,16.65397,0.000105803
18.58763,17.27563,16.60342,16.3196,16.13949,0.001233784
23.60274,21.34252,19.7544,18.59493,17.95899,0.000250695
24.12578,22.0199,20.43406,19.02257,18.27729,0.000146423
18.62598,17.17277,16.18158,15.61712,15.19083,0.05184619
23.11027,21.14347,19.52648,18.16125,17.41937,0.000185563
22.39607,21.23892,20.39451,20.04743,19.82184,1.399427
20.30216,19.06746,18.36629,18.08319,17.71965,0.05386671
24.8108,21.0218,19.4739,18.78024,18.30312,0.000318819
20.41638,18.84665,18.07729,17.76082,17.56519,0.000131882
21.77776,19.84532,18.81065,18.43237,18.17323,4.118043E-05
18.90158,17.5269,16.85674,16.55443,16.39288,0.000463245
17.78939,16.24967,15.6854,15.31799,15.46821,6.839964E-05
25.17291,21.80344,20.31744,19.1212,18.4107,0.000193838
24.16747,21.40799,19.98882,17.98713,16.8931,0.000125835
24.00257,21.46422,19.9479,18.73924,18.09126,7.73331E-05
23.14924,20.98471,19.40848,18.25002,17.61791,1.092296E-05
19.75853,18.09424,17.41574,17.14964,16.99874,4.307642E-05
20.37047,19.10766,18.70212,18.16787,17.97719,6.341027E-05
19.29461,17.58884,16.94533,16.72765,16.60235,4.714245E-05
18.51831,17.18312,16.56709,16.29447,16.14258,0.000830842
21.81707,20.67931,20.02965,19.79428,19.74574,7.723448E-05
20.78554,19.24248,18.54591,18.25059,18.11895,0.0002654
20.42114,17.95803,16.56735,15.28324,14.60554,6.897064E-05
21.61011,19.66405,18.53138,17.92342,17.548,0.199821
21.57686,19.04426,17.56742,16.12723,15.39112,-4.70E-06
22.25085,20.18962,18.84482,18.23742,17.79187,0.2052611
20.30695,18.99891,18.3261,17.92507,17.71532,0.1006068
23.41006,22.01292,20.53113,18.50884,17.67448,0.000134231
20.18888,19.86866,19.30254,19.0938,18.40187,0.3627982
22.38752,20.2899,18.97776,18.39891,18.01769,0.2948294
23.88564,21.60976,20.05283,18.81409,18.16215,5.478762E-06
23.31531,20.87561,19.47411,18.18878,17.44442,9.705006E-05
23.41008,21.01552,19.52763,18.37808,17.74088,4.389084E-05
23.17678,20.8067,19.36228,18.09528,17.35684,-0.000108358
20.07357,19.95183,19.64364,19.68505,18.92143,0.2812921
23.03596,20.09473,18.6155,17.3084,16.58203,5.672386E-05
21.41811,18.67995,17.29773,15.96797,15.24004,0
17.09822,16.03646,15.68712,15.53984,15.48392,-0.00038387
23.50166,22.04651,20.55896,19.30341,18.59388,0.000164633
23.42307,21.91208,20.34791,18.14935,16.93615,0.000125752
20.96136,18.42334,16.9644,15.27027,14.35267,-0.000252705
24.17515,21.87901,20.40019,19.06122,18.32523,3.465442E-05
21.65416,20.35177,19.38129,18.85145,18.54205,0.2549418
25.59329,21.03975,19.49432,18.86389,18.43087,0.2552992
21.13435,19.67068,18.80671,18.35103,18.11092,0.2546388
21.10835,19.81596,18.8869,18.3893,18.04565,0.2543027
20.31351,19.10495,18.30852,17.83919,17.53372,0.1535052
19.3174,18.97724,18.28066,17.8095,17.57444,0.2379307
21.26984,18.966,17.56701,16.03977,15.18949,3.086641E-05
21.31272,19.31217,17.88137,16.39186,15.56961,4.537534E-05
20.41501,18.21362,16.79914,15.31853,14.45358,4.634383E-05
20.07236,18.80232,17.9873,17.60498,17.34093,0.1317314
19.94651,18.63432,17.96568,17.5342,17.32531,0.08550129
22.90458,20.55161,19.02359,17.28599,16.33177,6.649463E-05
20.27327,17.86084,16.42569,15.15961,14.42588,3.447376E-05
20.93734,18.78768,17.35549,15.74121,14.83322,4.593441E-06
21.20142,19.92172,18.62429,18.10344,17.67563,0.3659964
15.83329,12.66507,12.05115,11.88029,13.99853,-2.37E-05
22.6507,20.9375,19.91319,19.31548,18.80453,0.2720776
21.08992,19.79556,18.71872,18.18577,17.79903,0.2420604
20.56003,18.98596,18.12127,17.62518,17.21574,0.06487791
21.07347,19.83269,19.12033,18.64095,18.4577,0.1389496
22.13451,19.74066,18.38218,17.7973,17.3659,0.1820579
21.7799,20.16786,19.14417,18.52328,18.06801,0.140993
18.35388,17.29353,16.86982,16.69375,16.61706,8.79658E-05
21.01447,19.69433,18.88922,18.44099,18.32131,0.1808923
22.82499,21.87175,20.08639,19.31215,18.6167,0.5191099
20.73607,19.26333,18.39861,17.92963,17.78043,0.1839998
19.92504,17.8653,16.82966,16.32582,15.92543,0.08794557
20.35608,20.11408,19.80629,19.8396,19.97571,1.006263
20.2583,17.72536,16.26773,15.10048,14.46076,-7.53E-05
18.35316,17.11153,16.6132,16.39966,16.27895,0.000136039
21.32341,19.07353,18.17636,17.66821,17.01774,0.08767803
18.12716,16.95737,16.40913,16.18926,16.05978,-1.66E-05
21.40663,19.46663,18.52785,17.93651,17.54223,0.08010395
21.43032,19.76425,18.58002,18.0033,17.60104,0.2199219
21.34448,20.37705,19.94694,19.82495,19.79861,9.793184E-05
20.63104,19.61957,19.21356,19.07259,19.07237,0.000135974
20.63845,19.6809,19.36,19.21142,19.13276,-0.000193066
21.01486,19.89869,19.55551,19.41806,19.35581,0.000303065
20.53151,19.54112,19.14368,18.98036,18.92506,0.000194147
21.02253,20.08131,19.4597,19.65645,19.61725,0.000123054
22.18819,19.30975,17.51979,16.67711,16.14737,0.000106591
22.63209,20.3296,19.0881,18.51193,18.13868,0.1825923
23.69628,21.51569,19.75602,19.10203,18.59579,0.3097489
19.23049,17.21716,16.38172,16.05841,15.88405,-0.000201317
18.12191,16.94231,16.46729,16.18091,15.95211,0.02760175
17.98595,16.77582,16.2295,16.00589,15.89195,0.000125238
26.2852,22.72747,20.4617,19.40296,18.81457,0.5287731
20.01078,19.7805,19.76428,19.94849,19.64428,0.8408834
21.56958,20.68526,20.16378,19.87765,19.5432,0.8424221
22.36081,20.71781,20.35257,20.15269,19.77649,-4.70E-05
25.4197,22.95241,21.05498,20.02265,19.40594,0.5219705
19.78945,18.09567,17.21481,16.80463,16.50696,0.08706135
22.73069,21.7899,21.26522,20.90657,20.2896,0.000291487
25.14608,21.61138,20.39121,19.5219,18.80629,0.5254757
23.1613,22.06976,22.39252,21.8838,21.55611,1.365633
23.5057,22.40247,20.3884,19.416,18.79201,0.5236105
24.93585,20.93173,19.25877,18.54001,18.099,0.3099982
18.96298,16.90107,15.93595,15.49207,15.14691,0.0878084
22.60153,21.67892,20.47684,19.44734,18.75187,0.6052609
23.43573,21.67563,21.94529,21.8733,21.60759,0.3114907
21.53378,19.31417,17.67767,17.03884,16.68083,0.3119271
18.16867,16.3618,15.60487,15.21492,14.93936,0.02491116
25.52946,22.36698,20.65429,19.54011,19.07779,0.5971135
23.52051,21.60167,20.12942,19.09934,18.68167,0.5093318
24.69117,22.09091,20.26765,19.3686,18.95339,0.4531806
19.89237,17.84778,17.25718,16.87961,16.66024,0.07063306
19.53667,17.55401,16.84215,16.59466,16.48573,0.000111214
18.72141,16.89519,16.17973,15.89002,15.72573,6.682884E-05
24.27092,22.33343,20.60192,19.58903,19.13721,0.5911366
21.63276,21.81309,20.32458,19.42286,18.64291,0.4565859
25.83437,22.16822,20.6512,19.80453,19.26916,0.5072632
24.65196,21.96793,20.40949,19.51903,19.20729,0.475926
26.2647,21.92141,20.57514,19.71082,19.21498,0.4588902
22.58938,21.63883,19.9306,19.06633,18.6519,0.4548598
23.90578,21.48367,19.70877,18.87925,18.43041,0.4584553
21.13307,20.96288,20.37206,19.52254,19.22104,0.7912169
20.39016,20.16208,20.03393,20.15588,19.87306,0.8716028
21.06874,21.19135,20.0856,19.25626,19.13587,0.6059071
25.36891,22.2452,20.91206,19.35776,18.68016,0.7196698
23.40588,22.31526,20.8479,18.74968,17.57206,-4.98E-06
20.00334,18.36211,17.34456,16.84173,16.44758,0.1570794
19.5352,18.63403,17.81082,17.42277,17.12783,0.2509693
24.20925,22.21521,20.91912,19.95712,19.67092,2.245553E-05
23.49083,22.08534,20.40599,19.53267,19.14844,0.4906324
19.54645,18.14127,17.51851,17.15325,16.92146,0.1041691
19.42875,18.4982,18.21521,18.07066,18.01972,0.000689937
21.23757,18.9333,17.92911,17.49475,17.25327,1.288289E-08
19.53588,18.45965,18.10212,17.98524,17.95179,0.000720695
19.61409,18.54702,18.18513,18.06096,18.08312,0.000216701
25.62125,23.0215,20.91233,19.63032,19.01841,0.6202525
22.63792,22.06963,20.6607,19.78396,19.28657,0.4612813
22.44486,21.61713,21.22861,20.30666,19.78568,0.6537824
23.65464,21.94183,20.22803,19.35148,18.80193,0.4674849
25.46537,22.65168,20.77478,19.76303,19.29385,0.5509361
21.62285,20.9685,20.70809,20.73734,20.85671,0.000135985
25.35705,23.07851,20.82082,19.9031,19.42186,0.4950323
21.55549,20.01556,18.25616,17.63097,17.24638,0.3624813
21.22311,18.74806,17.67665,17.27086,17.01367,-7.57E-05
19.34875,19.19701,18.64845,18.33903,17.82558,0.303026
19.89068,18.74907,17.89507,17.45504,17.1241,0.2132942
18.74097,18.68234,18.67872,18.43992,18.40925,1.703461
24.93347,22.66563,21.00037,19.80256,19.17603,0.6522393
22.52647,20.95772,20.70864,20.57076,20.39012,0.000249781
22.10806,21.52009,21.23189,20.95896,20.52549,0.000494407
20.28855,20.36036,20.01,19.97289,19.95191,1.19034
19.69658,18.34898,17.87247,17.54658,17.32593,0.08751485
22.27415,21.28032,21.08826,20.93303,20.47716,1.194074
20.35845,19.85929,19.25623,18.79529,18.50345,0.201324
19.44776,19.31433,19.09244,18.99237,18.92615,1.305367
18.69227,17.84275,17.50698,17.05168,16.93092,0.07088886
19.95937,18.2822,17.44003,17.01604,16.7257,0.08738538
19.41528,17.22387,16.2949,15.93072,15.73781,-7.38E-05
17.47466,16.35682,16.04674,15.92352,15.9067,1.646722E-05
21.34744,18.64705,17.38864,16.92663,16.62688,0.000146366
20.90723,18.98566,18.25828,17.97534,17.81247,0.000106042
24.88037,22.59432,20.72356,19.55664,19.00378,0.5431601
26.29933,22.04239,20.43368,19.54557,19.00973,0.48847
23.1493,22.18933,20.5801,20.30641,20.04523,3.73765
26.02937,21.77571,20.13467,19.32948,18.8657,0.4905096
22.73795,21.88109,20.33532,19.4469,18.92997,0.491744
22.89298,22.09254,22.05138,21.97236,21.62341,1.235856
23.16343,22.00795,21.25888,20.19624,19.96124,0.8091018
18.94466,18.01176,17.77741,17.67434,17.57691,0.01734795
23.7665,20.35993,18.57384,17.95209,17.58204,0.3222733
20.71937,18.82251,17.78928,17.35657,16.99049,0.1455863
22.01104,19.02007,17.77889,17.22727,16.92873,-3.81E-05
19.82759,17.62162,16.71102,16.34001,16.14584,2.382976E-05
18.79754,17.37832,16.86933,16.69088,16.64781,3.888976E-05
23.89034,23.0554,21.12944,20.07022,19.96525,0.4909728
20.15305,18.09432,17.07353,16.59208,16.1642,0.0632066
23.83226,22.63492,21.08629,19.9198,19.31364,0.7953312
22.54756,21.40616,20.41508,19.68519,19.18428,0.5812184
25.27556,23.56283,21.44379,20.23013,19.38786,0.5488706
24.79957,22.04164,20.25673,19.341,18.88387,0.4673842
25.18861,22.35339,20.74048,19.55501,19.19318,0.5801806
21.81637,21.07584,20.5846,20.50219,20.10597,5.433858E-05
21.5266,21.08981,21.00958,20.90089,20.79854,2.692836
24.58627,21.93621,20.31754,19.52001,18.86735,0.4825043
21.94294,20.68889,20.42961,20.4263,20.09038,0.000422108
24.24206,24.60852,21.80354,20.51417,19.80314,0.7933801
18.069,17.11625,16.7355,16.60067,16.48258,0.02170876
20.71615,18.06403,16.8605,16.35486,16.06301,-9.39E-05
20.03067,17.87223,17.0158,16.70635,16.5287,0.000150561
23.82529,21.66433,20.30662,19.44372,19.29993,0.4813285
19.91512,19.50804,19.41126,19.00724,18.8086,0.4621706
25.80525,22.53275,20.68979,19.82387,19.38686,0.46586
22.55248,21.36534,21.10434,20.85252,20.58051,0.000908635
22.8894,19.7315,18.30405,17.69696,17.29543,0.3256952
22.24104,21.30602,19.50453,18.57194,18.11518,0.4671366
23.33888,21.91457,21.6804,21.27421,20.9323,0.1421251
20.12266,19.99564,20.02073,19.90902,19.84843,2.033537
21.20882,19.06278,18.26812,17.91113,17.82536,0.000208095
21.36344,19.57613,19.41953,19.19838,19.05643,2.8629
20.68368,19.88885,19.89674,19.90254,19.59439,2.389059
17.51677,16.43686,16.08578,15.96718,15.93072,-3.84E-05
18.49424,18.4097,18.22454,18.17093,17.57642,0.3223065
23.70443,21.88297,20.24821,19.32347,18.99055,0.4798147
18.33939,16.7707,16.19211,15.97921,15.88553,-6.39E-05
17.39944,16.29694,15.91442,15.76586,15.71312,0.000189196
22.78363,21.16088,19.3602,18.47388,18.01582,0.4807241
22.85691,21.88425,20.91705,19.97575,19.45003,0.6946661
26.56473,22.17184,20.37574,19.53848,19.01865,0.467281
22.57688,20.85418,19.71757,19.17389,18.76304,0.1802223
24.01244,21.85485,20.16282,18.09176,16.93824,6.741507E-05
21.55856,18.96848,17.51333,16.97519,16.61832,0.2250684
21.14422,19.13279,17.74638,17.23632,16.86498,0.2294869
23.23375,21.30307,20.81493,19.47624,19.28501,0.226829
19.75194,19.09415,19.02113,18.95458,18.70845,2.441395
20.57509,18.43988,17.32524,16.86565,16.48835,0.1383421
19.86312,18.48394,17.64165,17.25286,16.9534,0.1305848
21.57404,19.39381,17.8967,17.31496,16.93748,0.2835333
20.03534,18.16809,17.26365,16.83667,16.49897,0.07008598
19.42071,18.44235,18.07795,17.95555,17.83723,0.000413243
20.07582,17.70708,16.76433,16.24544,15.8436,0.05593017
19.73271,18.17614,17.53523,17.3193,17.21351,0.000352586
19.05829,17.69514,17.19464,17.02875,16.95907,0.000101364
24.75252,22.15702,20.64916,19.75813,19.18324,0.4790609
